event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
371,186257,186257000000000,53,-49.103317462848494,-20.168425522532409,0.67287148751311587,0.0010058052679621312,0.00056685416910463653,true,186265
372,186321,186321000000000,42,-79.487112913887273,-21.790852846846409,0.48680261372407962,0.00072777159234183432,0.00032927353598384551,false,186329
373,186582,186582000000000,52,-51.512826726864965,-33.421243898258467,0.80798734957549212,0.0012076538495275396,0.00051723213577277135,true,186590
374,186783,186783000000000,52,-51.38568529730648,-21.427883528540217,0.76759672499345966,0.0011473188697794041,0.0011184281279875551,true,186791
375,187071,187071000000000,40,-84.455338322224478,-42.322954472724973,0.19490292395587505,0.00029144414848727529,8.1785958495801179e-05,false,187079
376,187202,187202000000000,51,-53.721170881863138,-29.072325174180392,0.93722520481272509,0.0014006831591916295,7.9428780945294176e-05,true,187210
377,187444,187444000000000,51,-53.665988654176047,-14.629477078765268,0.50527858408614101,0.00075538279694298499,0.00013441383558280716,true,187452
378,187497,187497000000000,51,-53.676996344086447,-11.465647347043252,0.36387279052813665,0.00054404108387809554,0.00030345843711852914,false,187505
379,187545,187545000000000,50,-56.308176966968595,-41.245164739831836,0.53249570272767399,0.00079605572182692315,0.00016395259511241221,true,187553
380,187742,187742000000000,50,-56.006236797512464,-29.496061130006186,0.96813286438678092,0.0014468412276593121,7.032417101492817e-05,true,187750
381,188291,188291000000000,49,-58.284337093950811,-29.382821002855273,0.98888028688559337,0.001477824614016421,0.000701339716529162,true,188299
382,189031,189031000000000,48,-60.499871060898045,-17.871071797278606,0.70003923878850383,0.0010463942457386826,8.4269563091934926e-05,true,189039
383,189211,189211000000000,58,-32.550517011033392,-34.335435819875222,0.2719503203150313,0.00040663198854046467,0.00028387598205502248,false,189219
384,189287,189287000000000,47,-62.951743983889692,-35.241054039766922,0.82241987154664709,0.0012292120757824375,0.0010229503299979655,true,189295
385,190155,190155000000000,46,-65.06083844426901,-16.092544022849641,0.58752142867727675,0.00087828042805037222,0.00032797992886505681,true,190163
386,190240,190240000000000,45,-67.816986229423733,-43.659657380871366,0.38837904253558375,0.00058067074307621008,0.00050905023372789114,false,190248
387,191423,191423000000000,65,-41.639344999065116,-32.928203432560288,0.54631058116056874,0.00081669987156570627,8.0007597953449093e-05,true,191431
388,191549,191549000000000,54,-71.982902891934245,-30.851218419976792,0.778943556717412,0.0011642689847610038,0.00057654271831756589,true,191557
389,191575,191575000000000,65,-41.532020005555125,-23.858949376081149,0.55661606422880661,0.00083209950750265697,0.00017216942175553177,true,191583
390,191637,191637000000000,54,-71.923239595935087,-25.600519806612731,0.78711597766741115,0.0011764769258213457,0.001173948460300751,true,191645
391,191905,191905000000000,53,-74.588320436568139,-42.247529168975774,0.35584566644151594,0.00053204259579091209,0.00039763634156164695,false,191913
392,192550,192550000000000,52,-76.659642975091657,-36.410715724552176,0.50969964001225732,0.00076198968076460585,0.00012757885887669461,true,192558
393,193192,193192000000000,51,-78.8201125791918,-30.750159962945208,0.56390950938436812,0.00084299806716272565,0.0003733921511251404,true,193200
394,194429,194429000000000,60,-52.916669431461671,-16.78690094125448,0.59809640910764661,0.00089408180078864353,0.00040165406734311165,true,194437
395,195656,195656000000000,58,-57.503563458900928,-8.8596557511687966,0.2775717439876213,0.00041503564206085393,0.00039564494097003432,false,195664
