event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
15,5298,5298000000000,19,-85.224575111605418,-27.679623683826328,0.10973804812844433,0.0001568689949962567,9.8257330348138877e-05,false,5306
16,5849,5849000000000,29,-57.086141665424996,-22.005554275421748,0.87621922213452819,0.001251857068574061,0.0012491972324980946,true,5857
17,6214,6214000000000,39,-29.021346329895572,-27.431203739146909,0.43423201018300245,0.00062058459508933651,0.00045298810448067398,false,6222
18,6709,6709000000000,27,-61.830391897373481,-35.978986801813143,0.79239960599006776,0.0011321715455802806,1.6624108761971496e-07,true,6717
19,7496,7496000000000,26,-63.923820904477381,-21.665727569674644,0.82466699458906567,0.0011782476524497608,0.00061955119689615658,true,7504
20,7799,7799000000000,25,-66.396248868755862,-36.229709539314364,0.68576338241518198,0.00097988559632363045,0.00055609972115343959,true,7807
21,8711,8711000000000,24,-68.483478165440687,-14.455599710429418,0.41194080034933928,0.00058873639385834727,0.00041506162060723112,false,8719
22,9538,9538000000000,33,-42.678210692149442,-24.961481329373736,0.7463856769369952,0.0010664624367381862,0.00046041167708244852,true,9546
23,9587,9587000000000,33,-42.663460235073273,-22.037215538876222,0.68089094206884027,0.00097292676636416466,0.00029967121368544472,true,9595
24,9712,9712000000000,33,-42.662408935970795,-14.576202865372728,0.41204642449605755,0.00058888730502248119,9.7119486937498057e-05,false,9720
25,10398,10398000000000,53,-16.969463902380525,-33.494609180647814,0.18047842094068306,0.00025797831751466209,0.0002179385734096224,false,10406
26,10633,10633000000000,42,-47.237074631519938,-24.913982355091491,0.83990435220371196,0.0012000050461742516,0.0010006761197328179,true,10641
27,12641,12641000000000,38,-56.518138056603163,-35.677126448244387,0.8064039165626472,0.001152169213881197,0.00075659578604901298,true,12649
